データ日時,発電量(kwh),消費量(kwh),売電量(kwh),買電量(kwh)
2024/01/17 02:00,0,0.85,0,0.88
2024/01/17 03:00,0,0.92,0,0.94
2024/01/17 04:00,0,1.1,0,1.13
2024/01/17 05:00,0,1.08,0,1.11
2024/01/17 06:00,0,1.31,0,1.34
2024/01/17 07:00,0,1.7,0,1.72
2024/01/17 08:00,0.12,0.28,0,0.16
2024/01/17 09:00,0.24,0.39,0.01,0.17
2024/01/17 10:00,0.38,0.41,0.05,0
2024/01/17 11:00,0.4,0.42,0.07,0
2024/01/17 12:00,0.75,0.4,0.36,0
2024/01/17 13:00,0.57,1.21,0.12,0
2024/01/17 14:00,0.33,0.41,0.02,0
2024/01/17 15:00,0.16,1.15,0.01,0
2024/01/17 16:00,0.03,2.25,0.01,0
2024/01/17 17:00,0,2.77,0,2.45
2024/01/17 18:00,0,1.15,0,1.18
2024/01/17 19:00,0,1.26,0,1.29
2024/01/17 20:00,0,1.02,0,1.05
2024/01/17 21:00,0,1.21,0,1.24
2024/01/17 22:00,0,1.06,0,1.09
2024/01/17 23:00,0,0.72,0,5.24
2024/01/18 00:00,0,0.71,0,2.06
2024/01/18 01:00,0,0.68,0,0.71
2024/01/18 02:00,0,0.66,0,0.69
2024/01/18 03:00,0,0.71,0,0.74
2024/01/18 04:00,0,1.86,0,1.89
2024/01/18 05:00,0,0.67,0,0.7
2024/01/18 06:00,0,0.8,0,0.83
2024/01/18 07:00,0.02,0.74,0,0.72
2024/01/18 08:00,0.57,0.26,0.34,0.04
2024/01/18 09:00,1.65,0.31,1.35,0
2024/01/18 10:00,2.71,0.32,2.4,0
2024/01/18 11:00,2.69,0.33,2.37,0
2024/01/18 12:00,2.46,0.38,2.08,0
2024/01/18 13:00,1.94,0.4,1.54,0
2024/01/18 14:00,1.57,0.38,1.18,0
2024/01/18 15:00,0.36,1.96,0.01,0
2024/01/18 16:00,0.01,2.18,0,0
2024/01/18 17:00,0,2.6,0,1.06
2024/01/18 18:00,0,1.13,0,1.16
2024/01/18 19:00,0,1.07,0,1.1
2024/01/18 20:00,0,0.81,0,0.84
2024/01/18 21:00,0,1.2,0,1.23
2024/01/18 22:00,0,1.03,0,1.06
2024/01/18 23:00,0,0.8,0,5.26
2024/01/19 00:00,0,0.76,0,3.02
2024/01/19 01:00,0,0.76,0,0.79
2024/01/19 02:00,0,0.83,0,0.86
2024/01/19 03:00,0,0.89,0,0.92
2024/01/19 04:00,0,0.94,0,0.97
2024/01/19 05:00,0,0.97,0,1
2024/01/19 06:00,0,1.17,0,1.19
2024/01/19 07:00,0.17,0.87,0.01,0.71
2024/01/19 08:00,0.99,0.31,0.69,0.01
2024/01/19 09:00,1.97,0.45,1.52,0
2024/01/19 10:00,2.07,0.38,1.69,0
2024/01/19 11:00,2.62,0.39,2.22,0
2024/01/19 12:00,1.61,0.4,1.21,0
2024/01/19 13:00,2.7,0.5,2.22,0
2024/01/19 14:00,1.13,2.28,0.01,0.01
2024/01/19 15:00,0.76,2.34,0.01,0.01
2024/01/19 16:00,0.04,2.27,0.01,0
2024/01/19 17:00,0,1.92,0,2.09
2024/01/19 18:00,0,0.89,0,0.92
2024/01/19 19:00,0,1.63,0,1.66
2024/01/19 20:00,0,1.07,0,1.1
2024/01/19 21:00,0,1.39,0,1.42
2024/01/19 22:00,0,1.51,0,1.54
2024/01/19 23:00,0,1.16,0,5.38
2024/01/20 00:00,0,1.01,0,2.98
2024/01/20 01:00,0,0.97,0,1
2024/01/20 02:00,0,0.98,0,1.01
2024/01/20 03:00,0,0.99,0,1.02
2024/01/20 04:00,0,1.1,0,1.13
2024/01/20 05:00,0,1.3,0,1.33
2024/01/20 06:00,0,1.15,0,1.17
2024/01/20 07:00,0.42,1.08,0.11,0.77
2024/01/20 08:00,2.42,0.63,1.79,0
2024/01/20 09:00,4.47,0.93,3.55,0
2024/01/20 10:00,5.47,0.68,4.79,0
2024/01/20 11:00,4.78,0.69,4.09,0
2024/01/20 12:00,5.21,0.67,4.54,0
2024/01/20 13:00,4.97,1.14,3.83,0
2024/01/20 14:00,3.42,2.47,0.99,0
2024/01/20 15:00,1.58,2.34,0.09,0.01
2024/01/20 16:00,0.15,2.38,0,0.01
2024/01/20 17:00,0,2.87,0,1.74
2024/01/20 18:00,0,0.97,0,1
2024/01/20 19:00,0,1.18,0,1.21
2024/01/20 20:00,0,1.62,0,1.65
2024/01/20 21:00,0,1.2,0,1.23
2024/01/20 22:00,0,1.06,0,1.09
2024/01/20 23:00,0,0.9,0,5.13
2024/01/21 00:00,0,0.88,0,2.12
2024/01/21 01:00,0,0.98,0,1.01
2024/01/21 02:00,0,0.81,0,0.83
2024/01/21 03:00,0,0.85,0,0.88
2024/01/21 04:00,0,0.85,0,0.87
2024/01/21 05:00,0,0.85,0,0.88
2024/01/21 06:00,0,0.87,0,0.9
2024/01/21 07:00,0,0.95,0,0.95
2024/01/21 08:00,0.03,1.13,0,1.09
2024/01/21 09:00,0.1,2.77,0,2.67
2024/01/21 10:00,0.18,1.9,0.01,0.01
2024/01/21 11:00,0.41,1.13,0.01,0
2024/01/21 12:00,0.39,2.17,0.01,0.02
2024/01/21 13:00,0.21,1.29,0.01,0.01
2024/01/21 14:00,0.18,1.8,0,1.22
2024/01/21 15:00,0.04,2.77,0,2.73
2024/01/21 16:00,0,2.58,0,2.6
2024/01/21 17:00,0,1.87,0,1.9
2024/01/21 18:00,0,1.03,0,1.06
2024/01/21 19:00,0,1.07,0,1.1
2024/01/21 20:00,0,1.19,0,1.22
2024/01/21 21:00,0,0.94,0,0.97
2024/01/21 22:00,0,0.71,0,0.74
2024/01/21 23:00,0,0.63,0,4.84
2024/01/22 00:00,0,0.68,0,3.57
2024/01/22 01:00,0,0.59,0,0.62
2024/01/22 02:00,0,0.68,0,0.71
2024/01/22 03:00,0,0.71,0,0.74
2024/01/22 04:00,0,0.83,0,0.86
2024/01/22 05:00,0,0.72,0,0.75
2024/01/22 06:00,0,0.75,0,0.77
2024/01/22 07:00,0.07,1.86,0,1.79
2024/01/22 08:00,0.43,0.31,0.16,0.03
2024/01/22 09:00,0.72,0.35,0.37,0
2024/01/22 10:00,0.87,0.38,0.49,0
2024/01/22 11:00,1.62,0.4,1.23,0
2024/01/22 12:00,2.33,0.41,1.93,0
2024/01/22 13:00,1.86,0.39,1.47,0
2024/01/22 14:00,1.04,0.85,0.61,0
2024/01/22 15:00,0.26,2.11,0,0
2024/01/22 16:00,0.01,2.18,0,0
2024/01/22 17:00,0,2.43,0,1.83
2024/01/22 18:00,0,0.91,0,0.93
2024/01/22 19:00,0,1.1,0,1.13
2024/01/22 20:00,0,1.02,0,1.04
2024/01/22 21:00,0,1.38,0,1.41
2024/01/22 22:00,0,0.93,0,0.95
2024/01/22 23:00,0,0.6,0,5.12
2024/01/23 00:00,0,0.61,0,2.48
2024/01/23 01:00,0,0.64,0,0.67
2024/01/23 02:00,0,0.63,0,0.66
2024/01/23 03:00,0,0.57,0,0.6
2024/01/23 04:00,0,0.86,0,0.89
2024/01/23 05:00,0,0.64,0,0.67
2024/01/23 06:00,0,0.85,0,0.87
2024/01/23 07:00,0.12,0.64,0,0.53
2024/01/23 08:00,0.25,0.2,0.11,0.05
2024/01/23 09:00,0.42,0.27,0.2,0.06
2024/01/23 10:00,0.75,0.21,0.54,0
2024/01/23 11:00,1.22,0.24,0.98,0
2024/01/23 12:00,1.92,0.28,1.64,0
2024/01/23 13:00,3,0.42,2.66,0
2024/01/23 14:00,1.6,2.35,0.15,0
2024/01/23 15:00,1.2,2.35,0.05,0.01
2024/01/23 16:00,0.15,2.46,0.01,0
2024/01/23 17:00,0,2.08,0,1.94
2024/01/23 18:00,0,1,0,1.03
2024/01/23 19:00,0,1.52,0,1.55
2024/01/23 20:00,0,1.16,0,1.19
2024/01/23 21:00,0,1.3,0,1.33
2024/01/23 22:00,0,1.2,0,1.23
2024/01/23 23:00,0,0.88,0,5.1
2024/01/24 00:00,0,1.06,0,2.74
2024/01/24 01:00,0,0.87,0,0.9
2024/01/24 02:00,0,1,0,1.03
2024/01/24 03:00,0,0.96,0,0.99
2024/01/24 04:00,0,1.16,0,1.19
2024/01/24 05:00,0,1.02,0,1.05
2024/01/24 06:00,0,1.41,0,1.44
2024/01/24 07:00,0,0.92,0,0.93
2024/01/24 08:00,0,0.41,0,0.41
2024/01/24 09:00,0,0.47,0,0.47
2024/01/24 10:00,0.06,0.47,0,0
2024/01/24 11:00,0.01,0.47,0,0
2024/01/24 12:00,0,0.46,0,0
2024/01/24 13:00,0,0.93,0,0
2024/01/24 14:00,0,2.61,0.01,0
2024/01/24 15:00,0,2.69,0,2.4
2024/01/24 16:00,0,2.84,0,2.86
2024/01/24 17:00,0,3.33,0,3.35
2024/01/24 18:00,0,1.83,0,1.86
2024/01/24 19:00,0,1.25,0,1.28
2024/01/24 20:00,0,1.18,0,1.21
2024/01/24 21:00,0,1.62,0,1.65
2024/01/24 22:00,0,1.46,0,1.49
2024/01/24 23:00,0,1.55,0,3.98
2024/01/25 00:00,0,1.17,0,4.99
2024/01/25 01:00,0,1.22,0,1.49
2024/01/25 02:00,0,1.21,0,1.24
2024/01/25 03:00,0,1.11,0,1.14
2024/01/25 04:00,0,1.43,0,1.46
2024/01/25 05:00,0,1.36,0,1.39
2024/01/25 06:00,0,1.03,0,1.05
2024/01/25 07:00,0,1.28,0,1.31
2024/01/25 08:00,0,0.48,0,0.49
2024/01/25 09:00,0,0.54,0,0.54
2024/01/25 10:00,0,0.58,0,0
2024/01/25 11:00,0.03,0.55,0,0
2024/01/25 12:00,0.05,0.44,0,0
2024/01/25 13:00,0.03,0.46,0,0
2024/01/25 14:00,0.04,2.46,0,0
2024/01/25 15:00,0,2.59,0,2.03
2024/01/25 16:00,0,2.53,0,2.56
2024/01/25 17:00,0,2.3,0,2.33
2024/01/25 18:00,0,2.17,0,2.2
2024/01/25 19:00,0,1.16,0,1.19
2024/01/25 20:00,0,1.43,0,1.46
2024/01/25 21:00,0,1.55,0,1.58
2024/01/25 22:00,0,2.38,0,2.41
2024/01/25 23:00,0,1.09,0,4.05
2024/01/26 00:00,0,0.86,0,4.02
2024/01/26 01:00,0,1.08,0,1.11
2024/01/26 02:00,0,0.99,0,1.02
2024/01/26 03:00,0,0.86,0,0.89
2024/01/26 04:00,0,1.34,0,1.37
2024/01/26 05:00,0,1.94,0,1.97
2024/01/26 06:00,0,1.03,0,1.05
2024/01/26 07:00,0,0.96,0,0.98
2024/01/26 08:00,0.01,0.23,0,0.24
2024/01/26 09:00,0.06,0.32,0,0.26
2024/01/26 10:00,0.11,0.38,0.01,0
2024/01/26 11:00,0.18,0.4,0,0
2024/01/26 12:00,0.26,0.62,0.01,0
2024/01/26 13:00,0.58,1.03,0.2,0
2024/01/26 14:00,0.92,0.42,0.53,0
2024/01/26 15:00,0.84,1.89,0.14,0.01
2024/01/26 16:00,0.05,2.42,0.01,0
2024/01/26 17:00,0,2.23,0,2.73
2024/01/26 18:00,0,1,0,1.03
2024/01/26 19:00,0,1.09,0,1.12
2024/01/26 20:00,0,1.05,0,1.08
2024/01/26 21:00,0,1.13,0,1.16
2024/01/26 22:00,0,0.78,0,0.81
2024/01/26 23:00,0,0.75,0,4.96
2024/01/27 00:00,0,0.81,0,2.5
2024/01/27 01:00,0,0.89,0,0.92
2024/01/27 02:00,0,1.87,0,1.9
2024/01/27 03:00,0,0.88,0,0.9
2024/01/27 04:00,0,0.81,0,0.84
2024/01/27 05:00,0,1.14,0,1.17
2024/01/27 06:00,0,0.81,0,0.83
2024/01/27 07:00,0.09,1.07,0,0.99
2024/01/27 08:00,1.24,2.11,0.32,1.19
2024/01/27 09:00,1.71,0.91,0.81,0.02
2024/01/27 10:00,2.3,0.65,1.65,0
2024/01/27 11:00,2.37,0.66,1.71,0
2024/01/27 12:00,5.48,0.72,4.76,0
2024/01/27 13:00,5.82,1.93,3.89,0
2024/01/27 14:00,4.71,0.94,3.77,0
2024/01/27 15:00,1.99,2.01,0.85,0.01
2024/01/27 16:00,0.15,2.68,0.01,0.01
2024/01/27 17:00,0,2.43,0,0.59
2024/01/27 18:00,0,1.82,0,1.85
2024/01/27 19:00,0,0.89,0,0.92
2024/01/27 20:00,0,1.26,0,1.29
2024/01/27 21:00,0,0.95,0,0.98
2024/01/27 22:00,0,1.09,0,1.12
2024/01/27 23:00,0,0.8,0,5.01
2024/01/28 00:00,0,0.97,0,3.41
2024/01/28 01:00,0,1,0,1.03
2024/01/28 02:00,0,0.98,0,1.01
2024/01/28 03:00,0,1.02,0,1.04
2024/01/28 04:00,0,0.94,0,0.97
2024/01/28 05:00,0,0.96,0,0.99
2024/01/28 06:00,0,1.06,0,1.08
2024/01/28 07:00,0.48,1.16,0.04,0.71
2024/01/28 08:00,2.24,2.55,0.86,1.16
2024/01/28 09:00,4.82,1.01,3.84,0.02
2024/01/28 10:00,5.63,1.76,3.86,0
2024/01/28 11:00,4.52,1.29,3.23,0
2024/01/28 12:00,4.03,0.93,3.1,0
2024/01/28 13:00,2.27,2.46,0.25,0
2024/01/28 14:00,2.72,0.83,1.91,0
2024/01/28 15:00,1.67,0.71,0.98,0
2024/01/28 16:00,0.49,2.53,0.01,0
2024/01/28 17:00,0,2.87,0,0.44
2024/01/28 18:00,0,1.26,0,1.42
2024/01/28 19:00,0,0.78,0,0.81
2024/01/28 20:00,0,0.75,0,0.78
2024/01/28 21:00,0,0.82,0,0.84
2024/01/28 22:00,0,0.94,0,0.97
2024/01/28 23:00,0,0.86,0,5.13
2024/01/29 00:00,0,0.85,0,2.76
2024/01/29 01:00,0,0.88,0,0.91
2024/01/29 02:00,0,2.21,0,2.24
2024/01/29 03:00,0,1.01,0,1.04
2024/01/29 04:00,0,1.04,0,1.06
2024/01/29 05:00,0,1,0,1.03
2024/01/29 06:00,0,1.09,0,1.11
2024/01/29 07:00,0.46,1.96,0,1.5
2024/01/29 08:00,2.67,1.84,1.42,0.6
2024/01/29 09:00,4.14,0.79,3.35,0
2024/01/29 10:00,4.19,0.56,3.63,0
2024/01/29 11:00,6.12,0.43,5.69,0
2024/01/29 12:00,6.52,0.38,6.14,0
2024/01/29 13:00,4.01,0.99,3.07,0
2024/01/29 14:00,2.36,0.58,1.78,0
2024/01/29 15:00,1.21,0.56,0.76,0
2024/01/29 16:00,0.15,2.23,0.01,0
2024/01/29 17:00,0,2.7,0,0
2024/01/29 18:00,0,1.62,0,1.32
2024/01/29 19:00,0,0.85,0,0.88
2024/01/29 20:00,0,0.86,0,0.9
2024/01/29 21:00,0,1.21,0,1.25
2024/01/29 22:00,0,1.03,0,1.07
2024/01/29 23:00,0,0.75,0,5.23
2024/01/30 00:00,0,0.62,0,2.75
2024/01/30 01:00,0,0.76,0,0.79
2024/01/30 02:00,0,0.65,0,0.68
2024/01/30 03:00,0,1.68,0,1.71
2024/01/30 04:00,0,0.9,0,0.93
2024/01/30 05:00,0,0.75,0,0.78
2024/01/30 06:00,0,1.07,0,1.08
2024/01/30 07:00,0.42,1.26,0.03,0.87
2024/01/30 08:00,2.61,0.44,2.17,0.01
2024/01/30 09:00,4.87,1.1,3.76,0
2024/01/30 10:00,6.14,0.41,5.73,0
2024/01/30 11:00,6.94,0.39,6.55,0
2024/01/30 12:00,4.37,0.37,4,0
2024/01/30 13:00,5.87,0.38,5.49,0
2024/01/30 14:00,4.29,1.11,3.19,0
2024/01/30 15:00,2.17,0.55,1.73,0
2024/01/30 16:00,0.22,2.25,0,0
2024/01/30 17:00,0,2.74,0.01,0
2024/01/30 18:00,0,1.26,0,0.88
2024/01/30 19:00,0,1.17,0,1.2
2024/01/30 20:00,0,1.02,0,1.05
2024/01/30 21:00,0,1.43,0,1.46
2024/01/30 22:00,0,1.27,0,1.3
2024/01/30 23:00,0,1.02,0,5.23
2024/01/31 00:00,0,1.01,0,3.46
2024/01/31 01:00,0,1.5,0,1.53
2024/01/31 02:00,0,1,0,1.03
2024/01/31 03:00,0,0.94,0,0.97
2024/01/31 04:00,0,1.5,0,1.53
2024/01/31 05:00,0,1.03,0,1.06
2024/01/31 06:00,0,1.99,0,2.02
2024/01/31 07:00,0.05,1.33,0,1.28
2024/01/31 08:00,0.89,0.26,0.63,0
2024/01/31 09:00,0.61,0.3,0.36,0.05
2024/01/31 10:00,1.59,0.23,1.36,0
2024/01/31 11:00,1.36,1.17,0.66,0
2024/01/31 12:00,1.99,0.37,1.63,0
2024/01/31 13:00,2.75,0.41,2.34,0
2024/01/31 14:00,0.64,0.39,0.27,0
2024/01/31 15:00,1.55,0.99,0.97,0
2024/01/31 16:00,0.11,2.19,0,0
2024/01/31 17:00,0,2.56,0,0.29
2024/01/31 18:00,0,1.13,0,1.16
2024/01/31 19:00,0,0.97,0,1
2024/01/31 20:00,0,1.06,0,1.09
2024/01/31 21:00,0,0.93,0,0.96
2024/01/31 22:00,0,1.03,0,1.06
2024/01/31 23:00,0,0.64,0,5.29
2024/02/01 00:00,0,1.44,0,3.45
2024/02/01 01:00,0,0.61,0,0.64
2024/02/01 02:00,0,0.64,0,0.67
2024/02/01 03:00,0,0.62,0,0.65
2024/02/01 04:00,0,0.73,0,0.76
2024/02/01 05:00,0,0.76,0,0.79
2024/02/01 06:00,0,0.79,0,0.81
2024/02/01 07:00,0.07,1.57,0,1.51
2024/02/01 08:00,0.43,0.21,0.24,0.01
2024/02/01 09:00,2,0.23,1.77,0
2024/02/01 10:00,5.42,0.25,5.17,0
2024/02/01 11:00,6.55,0.37,6.18,0
2024/02/01 12:00,6.34,1.28,5.08,0
2024/02/01 13:00,5.98,0.43,5.55,0
2024/02/01 14:00,4.29,0.43,3.87,0
2024/02/01 15:00,2.36,2.35,0.57,0
2024/02/01 16:00,0.28,2.63,0.01,0
2024/02/01 17:00,0,2.24,0.01,0.01
2024/02/01 18:00,0,1.22,0,1.12
2024/02/01 19:00,0,1.5,0,1.53
2024/02/01 20:00,0,1.33,0,1.35
2024/02/01 21:00,0,2.96,0,2.99
2024/02/01 22:00,0,1.11,0,1.14
2024/02/01 23:00,0,1.06,0,3.66
2024/02/02 00:00,0,1.03,0,4.85
2024/02/02 01:00,0,0.99,0,1.24
2024/02/02 02:00,0,1.18,0,1.21
2024/02/02 03:00,0,1.55,0,1.58
2024/02/02 04:00,0,1.62,0,1.65
2024/02/02 05:00,0,1.05,0,1.08
2024/02/02 06:00,0,1.21,0,1.23
2024/02/02 07:00,0.36,1.14,0.06,0.85
2024/02/02 08:00,1.49,0.39,1.12,0.02
2024/02/02 09:00,2.3,1.41,1.21,0.32
2024/02/02 10:00,1.54,0.46,1.11,0
2024/02/02 11:00,3.76,0.47,3.3,0
2024/02/02 12:00,6.28,0.45,5.84,0
2024/02/02 13:00,2.61,0.45,2.16,0
2024/02/02 14:00,0.81,0.48,0.34,0
2024/02/02 15:00,0.53,2.54,0.01,0
2024/02/02 16:00,0.21,2.43,0,0
2024/02/02 17:00,0,2.34,0,2.1
2024/02/02 18:00,0,1.19,0,1.22
2024/02/02 19:00,0,1.77,0,1.8
2024/02/02 20:00,0,1.01,0,1.04
2024/02/02 21:00,0,1.46,0,1.49
2024/02/02 22:00,0,1.35,0,1.38
2024/02/02 23:00,0,1.7,0,5.28
2024/02/03 00:00,0,1.75,0,3.97
2024/02/03 01:00,0,1.02,0,1.05
2024/02/03 02:00,0,1.04,0,1.07
2024/02/03 03:00,0,0.93,0,0.96
2024/02/03 04:00,0,2.1,0,2.12
2024/02/03 05:00,0,1.29,0,1.32
2024/02/03 06:00,0.01,0.94,0,0.95
2024/02/03 07:00,0.57,1.32,0.02,0.78
2024/02/03 08:00,3.01,1.05,2.02,0.06
2024/02/03 09:00,5.32,1.01,4.31,0
2024/02/03 10:00,5.47,0.97,4.5,0
2024/02/03 11:00,4.91,1.12,3.81,0
2024/02/03 12:00,7.18,1.16,6.02,0
2024/02/03 13:00,2.33,0.93,1.42,0
2024/02/03 14:00,1.99,1.85,0.76,0
2024/02/03 15:00,1.02,3.42,0.01,0.02
2024/02/03 16:00,0.19,3.15,0.01,1.55
2024/02/03 17:00,0,2.87,0,2.9
2024/02/03 18:00,0,1.34,0,1.36
2024/02/03 19:00,0,0.91,0,0.94
2024/02/03 20:00,0,1.23,0,1.26
2024/02/03 21:00,0,1.18,0,1.21
2024/02/03 22:00,0,0.84,0,0.87
2024/02/03 23:00,0,0.78,0,5
2024/02/04 00:00,0,1.03,0,2.64
2024/02/04 01:00,0,1.01,0,1.04
2024/02/04 02:00,0,0.96,0,0.99
2024/02/04 03:00,0,0.96,0,0.99
2024/02/04 04:00,0,0.89,0,0.92
2024/02/04 05:00,0,0.78,0,0.81
2024/02/04 06:00,0,0.9,0,0.63
2024/02/04 07:00,0.59,0.98,0,0
2024/02/04 08:00,1.04,2.11,0.01,0.02
2024/02/04 09:00,2.18,1.43,0.02,0.01
2024/02/04 10:00,3.38,1.42,0.61,0.02
2024/02/04 11:00,2.02,1.24,0.92,0
2024/02/04 12:00,3.1,1.01,2.17,0
2024/02/04 13:00,2.97,0.67,2.3,0
2024/02/04 14:00,3.31,2.05,1.43,0
2024/02/04 15:00,1.92,2.72,0.01,0.01
2024/02/04 16:00,0.44,3.09,0.01,0.04
2024/02/04 17:00,0,2.97,0.01,1.53
2024/02/04 18:00,0,0.82,0,0.85
2024/02/04 19:00,0,0.89,0,0.91
2024/02/04 20:00,0,1.02,0,1.05
2024/02/04 21:00,0,0.81,0,0.84
2024/02/04 22:00,0,0.8,0,0.83
2024/02/04 23:00,0,0.66,0,0.69
2024/02/05 00:00,0,0.79,0,0.81
2024/02/05 01:00,0,0.73,0,0.76
2024/02/05 02:00,0,0.83,0,0.86
2024/02/05 03:00,0,0.94,0,0.97
2024/02/05 04:00,0,1.05,0,1.08
2024/02/05 05:00,0,0.67,0,0.7
2024/02/05 06:00,0.01,1.23,0,1.23
2024/02/05 07:00,0.41,1.79,0,1.39
2024/02/05 08:00,1.6,0.41,0,0.08
2024/02/05 09:00,2.25,0.31,0.01,0
2024/02/05 10:00,2.59,0.32,0,0
2024/02/05 11:00,2.22,0.31,0.88,0
2024/02/05 12:00,1.77,0.44,1.33,0
2024/02/05 13:00,1.86,0.43,1.43,0
2024/02/05 14:00,2.28,1.92,0.75,0
2024/02/05 15:00,0.89,2.58,0.01,0
2024/02/05 16:00,0.16,2.44,0.01,0
2024/02/05 17:00,0,1.61,0,0.57
2024/02/05 18:00,0,1.58,0,1.61
2024/02/05 19:00,0,1.25,0,1.28
2024/02/05 20:00,0,1.3,0,1.33
2024/02/05 21:00,0,1.63,0,1.66
2024/02/05 22:00,0,1.31,0,1.34
2024/02/05 23:00,0,1.02,0,1.04
2024/02/06 00:00,0,1.01,0,1.04
2024/02/06 01:00,0,1,0,1.03
2024/02/06 02:00,0,0.91,0,0.94
2024/02/06 03:00,0,1.07,0,1.11
2024/02/06 04:00,0,1.16,0,1.2
2024/02/06 05:00,0,1.03,0,1.07
2024/02/06 06:00,0.01,1.24,0,1.26
2024/02/06 07:00,0.78,0.96,0,0.32
2024/02/06 08:00,3.1,0.52,0.68,0
2024/02/06 09:00,5.58,0.52,1.91,0
2024/02/06 10:00,6.68,0.48,4.75,0
2024/02/06 11:00,7.09,0.42,6.67,0
2024/02/06 12:00,6.72,0.43,6.29,0
2024/02/06 13:00,4.79,1.29,3.51,0
2024/02/06 14:00,2.43,2.46,0.22,0
2024/02/06 15:00,1.56,2.58,0.01,0
2024/02/06 16:00,0.5,2.29,0.01,0
2024/02/06 17:00,0,1.79,0,0
2024/02/06 18:00,0,1.54,0,0.86
2024/02/06 19:00,0,1.54,0,1.57
2024/02/06 20:00,0,1.41,0,1.44
2024/02/06 21:00,0,1.55,0,1.57
2024/02/06 22:00,0,1.47,0,1.5
2024/02/06 23:00,0,1.1,0,1.13
2024/02/07 00:00,0,1.05,0,1.09
2024/02/07 01:00,0,1.07,0,1.11
2024/02/07 02:00,0,1.01,0,1.05
2024/02/07 03:00,0,0.96,0,1
2024/02/07 04:00,0,1.43,0,1.47
2024/02/07 05:00,0,1.12,0,1.15
2024/02/07 06:00,0.01,1.23,0,1.24
2024/02/07 07:00,0.55,1.07,0,0.69
2024/02/07 08:00,2.48,0.51,0.67,0
2024/02/07 09:00,5.24,0.59,2.56,0
2024/02/07 10:00,6.46,0.5,3.02,0
2024/02/07 11:00,5.62,0.44,4.88,0
2024/02/07 12:00,2.62,0.43,2.18,0
2024/02/07 13:00,1.5,1.05,0.72,0
2024/02/07 14:00,3.35,2.29,1.21,0
2024/02/07 15:00,1.85,2.3,0.01,0.01
2024/02/07 16:00,0.24,2.22,0.01,0
2024/02/07 17:00,0,1.91,0,0
2024/02/07 18:00,0,0.89,0,0
2024/02/07 19:00,0,1.38,0,1.39
2024/02/07 20:00,0,1.31,0,1.34
2024/02/07 21:00,0,1.45,0,1.48
2024/02/07 22:00,0,1.51,0,1.53
2024/02/07 23:00,0,1.18,0,1.21
2024/02/08 00:00,0,1.01,0,1.04
2024/02/08 01:00,0,1.11,0,1.14
2024/02/08 02:00,0,1.08,0,1.12
2024/02/08 03:00,0,1.01,0,1.05
2024/02/08 04:00,0,1.22,0,1.26
2024/02/08 05:00,0,1.14,0,1.18
2024/02/08 06:00,0.02,1.1,0,1.1
2024/02/08 07:00,0.84,1.17,0,0.67
2024/02/08 08:00,3.35,0.45,0.92,0
